nom_cle_comparaison,nom_affiche_2019,nom_normalise_2019,provinces_2019,listes_2019,rangs_2019,n_apparitions_2019,camps_2019,familles_politiques_2019,composantes_politiques_2019,axes_politiques_2019,qualification_a_verifier_2019,mandat_2019_2019,groupe_congres_2019_initial_2019,groupe_assemblee_province_2019_2019,groupe_congres_2026_actuel_2019,groupe_assemblee_province_2026_actuel_2019,nom_affiche_2026,nom_normalise_2026,provinces_2026,listes_2026,rangs_2026,n_apparitions_2026,camps_2026,familles_politiques_2026,composantes_politiques_2026,axes_politiques_2026,qualification_a_verifier_2026,mandat_2019_2026,groupe_congres_2019_initial_2026,groupe_assemblee_province_2019_2026,groupe_congres_2026_actuel_2026,groupe_assemblee_province_2026_actuel_2026,statut_exact
ADOUR ARESKI FRANCK,Franck ARESKI-ADOUR,FRANCK ARESKI ADOUR,Province Nord,Province Nord - 05 - MNIS Nord,Province Nord:10,1,Souverainiste / pro-pays transversal,Neo-independantiste / souverainiste,Neo-independantiste / souverainiste,Souverainiste / pro-pays,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ADRO KATRAWA MADELEINE,"Madeleine, Adro KATRAWA",MADELEINE ADRO KATRAWA,Province des Iles,Province des Iles - 02 - UC-FLNKS,Province des Iles:18,1,Independantiste / souverainiste,UC-FLNKS,UC-FLNKS,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
AEMA LYNE MARIE,Marie-Lyne AEMA,MARIE LYNE AEMA,Province des Iles,Province des Iles - 07 - MNIS Iles,Province des Iles:05,1,Souverainiste / pro-pays transversal,Neo-independantiste / souverainiste,Neo-independantiste / souverainiste,Souverainiste / pro-pays,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
AGOPIAN GULA,Gula AGOPIAN,GULA AGOPIAN,Province Sud,Province Sud - 10 - Destin commun caledonien,Province Sud:08,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
AGOURERE DIACOMA NICOLE,Nicole DIACOMA épouse AGOURERE,NICOLE DIACOMA AGOURERE,Province Sud,Province Sud - 04 - Parti travailliste et forces progressistes,Province Sud:42,1,Independantiste / souverainiste,Parti travailliste,Parti travailliste,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
AHUTU GISELE SHAN SHI TETUANUI THIEN,Tetuanui Gisèle SHAN THIEN SHI veuve AHUTU,TETUANUI GISELE SHAN THIEN SHI AHUTU,Province Sud,Province Sud - 05 - Caledonie nouvelle et reunie,Province Sud:46,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
AHUTU JESSINATA,Jessinata AHUTU,JESSINATA AHUTU,Province Sud,Province Sud - 05 - Caledonie nouvelle et reunie,Province Sud:48,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
AICHA LOTAUT,Aïcha LOTAUT,AICHA LOTAUT,Province Sud,Province Sud - 10 - Destin commun caledonien,Province Sud:12,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
AIFA LECRAS MYLENE,Mylène AÏFA née LECRAS,MYLENE AIFA LECRAS,Province Sud,Province Sud - 08 - Alliance citoyenne pour la transition,Province Sud:13,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
AISSA AMANDA BEN MOHAMED,Amanda AISSA BEN MOHAMED,AMANDA AISSA BEN MOHAMED,Province Nord,Province Nord - 02 - Agissons pour le Nord,Province Nord:06,1,Non-independantiste / loyaliste,Agissons / loyaliste,Agissons / loyaliste,Loyaliste droite,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
AJAPUHNYA BORIS LEOPOLD TRANYIKO,"Boris, Léopold, Tranyiko AJAPUHNYA",BORIS LEOPOLD TRANYIKO AJAPUHNYA,Province Sud,Province Sud - 07 - FLNKS,Province Sud:37,1,Independantiste / souverainiste,Independantiste / pro-pays,Independantiste / pro-pays,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ALAIN ARNAUD CHOLLET FRANCIS LEAKAVA,"Arnaud, Alain, Francis CHOLLET-LEAKAVA",ARNAUD ALAIN FRANCIS CHOLLET LEAKAVA,Province Sud,Province Sud - 07 - FLNKS,Province Sud:19,1,Independantiste / souverainiste,Independantiste / pro-pays,Independantiste / pro-pays,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ALAIN BECARD,Alain BECARD,ALAIN BECARD,Province Sud,Province Sud - 05 - Caledonie nouvelle et reunie,Province Sud:21,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ALAIN BRETON LE,Alain LE BRETON,ALAIN LE BRETON,Province Sud,Province Sud - 10 - Destin commun caledonien,Province Sud:23,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ALAIN CARAMESSY,Alain CARAMESSY,ALAIN CARAMESSY,Province Sud,Province Sud - 08 - Alliance citoyenne pour la transition,Province Sud:10,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ALAIN HOUDAN,Alain HOUDAN,ALAIN HOUDAN,Province Sud,Province Sud - 08 - Alliance citoyenne pour la transition,Province Sud:36,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ALAIN PIDJOT,Alain PIDJOT,ALAIN PIDJOT,Province Sud,Province Sud - 07 - FLNKS,Province Sud:25,1,Independantiste / souverainiste,Independantiste / pro-pays,Independantiste / pro-pays,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ALAIN VOUDJO,Alain VOUDJO,ALAIN VOUDJO,Province Nord,Province Nord - 05 - MNIS Nord,Province Nord:30,1,Souverainiste / pro-pays transversal,Neo-independantiste / souverainiste,Neo-independantiste / souverainiste,Souverainiste / pro-pays,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ALANE EMMA MARIE,Marie-Emma ALANE,MARIE EMMA ALANE,Province des Iles,Province des Iles - 01 - Unitaire Kanaky Generation,Province des Iles:10,1,Independantiste / souverainiste,Independantiste / pro-pays,Independantiste / pro-pays,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ALBANESE VAIMOE,Vaimoé ALBANESE,VAIMOE ALBANESE,Province Sud,Province Sud - 09 - Construire autrement,Province Sud:02,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ALBERT CILI HNAWEONGO,"Albert, Cili HNAWEONGO",ALBERT CILI HNAWEONGO,Province des Iles,Province des Iles - 04 - Avec nous,Province des Iles:15,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ALEKASELO TAHITOLU VEA,Tahitolu Alekaselo VEA,TAHITOLU ALEKASELO VEA,Province Sud,Province Sud - 06 - L'Eveil oceanien,Province Sud:25,1,Oceanien / transversal,Eveil oceanien / oceanien,Eveil oceanien / oceanien,Oceanien / transversal,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ALERTE LAETITIA,Laëtitia ALERTE,LAETITIA ALERTE,Province Sud,Province Sud - 05 - Caledonie nouvelle et reunie,Province Sud:18,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ALESIE CLAIRE IHNOMADRA SIWA,"Claire, Alésié SIWA ép IHNOMADRA",CLAIRE ALESIE SIWA IHNOMADRA,Province des Iles,Province des Iles - 04 - Avec nous,Province des Iles:04,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ALESIO SALIGA,Alesio SALIGA,ALESIO SALIGA,Province Sud,Province Sud - 03 - L'Avenir en confiance,Province Sud:14,1,Non-independantiste / loyaliste,Loyaliste droite,Loyaliste droite,Loyaliste droite,FALSE,Congres + assemblee de province,L'Avenir En Confiance,L'Avenir en confiance,Intergroupe Loyalistes,Avenir En Confiance (AEC),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ALEXANDRA GARDNER,Alexandra GARDNER,ALEXANDRA GARDNER,Province Sud,Province Sud - 09 - Construire autrement,Province Sud:08,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ALEXANDRE MAKAEONE,Alexandre MAKAEONE,ALEXANDRE MAKAEONE,Province des Iles,Province des Iles - 03 - Parti travailliste,Province des Iles:23,1,Independantiste / souverainiste,Parti travailliste,Parti travailliste,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ALEXANDRE MARTINEZ,Alexandre MARTINEZ,ALEXANDRE MARTINEZ,Province Sud,Province Sud - 08 - Alliance citoyenne pour la transition,Province Sud:08,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ALEXANDRE NEMEBREUX,Alexandre NEMEBREUX,ALEXANDRE NEMEBREUX,Province Sud,Province Sud - 11 - Caledoniens Ensemble,Province Sud:25,1,Non-independantiste / autonomiste modere,Caledonie Ensemble / centre non-independantiste,Caledonie Ensemble / centre non-independantiste,Centre non-independantiste,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ALEXIS KABEU,Alexis KABEU,ALEXIS KABEU,Province Sud,Province Sud - 08 - Alliance citoyenne pour la transition,Province Sud:34,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ALEXIS WATHOJE,Alexis WATHOJE,ALEXIS WATHOJE,Province Sud,Province Sud - 08 - Alliance citoyenne pour la transition,Province Sud:28,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ALICE GUAENERE SAIJIN,Alice GUAENERE ép SAIJIN,ALICE GUAENERE SAIJIN,Province des Iles,Province des Iles - 01 - Unitaire Kanaky Generation,Province des Iles:24,1,Independantiste / souverainiste,Independantiste / pro-pays,Independantiste / pro-pays,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ALISON MATHELON,Alison MATHELON,ALISON MATHELON,Province Sud,Province Sud - 03 - L'Avenir en confiance,Province Sud:35,1,Non-independantiste / loyaliste,Loyaliste droite,Loyaliste droite,Loyaliste droite,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ALLA WILLIAM,Alla WILLIAM,ALLA WILLIAM,Province Sud,Province Sud - 08 - Alliance citoyenne pour la transition,Province Sud:11,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ALLAN DARRAS,Allan DARRAS,ALLAN DARRAS,Province Sud,Province Sud - 05 - Caledonie nouvelle et reunie,Province Sud:25,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ALLONNEAU JACK,Jack ALLONNEAU,JACK ALLONNEAU,Province Sud,Province Sud - 09 - Construire autrement,Province Sud:43,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ALPHONSE MILIE,Alphonse MILIE,ALPHONSE MILIE,Province des Iles,Province des Iles - 07 - MNIS Iles,Province des Iles:22,1,Souverainiste / pro-pays transversal,Neo-independantiste / souverainiste,Neo-independantiste / souverainiste,Souverainiste / pro-pays,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
AMANDINE DARRAS JULIETTE RENEE,"Amandine, Juliette, Renée DARRAS",AMANDINE JULIETTE RENEE DARRAS,Province Sud,Province Sud - 07 - FLNKS,Province Sud:08,1,Independantiste / souverainiste,Independantiste / pro-pays,Independantiste / pro-pays,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
AMAR BELKASSEM BEN JEAN LUC,Jean-Luc BELKASSEM BEN AMAR,JEAN LUC BELKASSEM BEN AMAR,Province Sud,Province Sud - 01 - MNIS Sud,Province Sud:41,1,Souverainiste / pro-pays transversal,Neo-independantiste / souverainiste,Neo-independantiste / souverainiste,Souverainiste / pro-pays,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
AMELIA ATUFELE,Amelia ATUFELE,AMELIA ATUFELE,Province Sud,Province Sud - 06 - L'Eveil oceanien,Province Sud:26,1,Oceanien / transversal,Eveil oceanien / oceanien,Eveil oceanien / oceanien,Oceanien / transversal,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
AMETO LEA,Ameto LEA,AMETO LEA,Province Sud,Province Sud - 06 - L'Eveil oceanien,Province Sud:43,1,Oceanien / transversal,Eveil oceanien / oceanien,Eveil oceanien / oceanien,Oceanien / transversal,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
AMI WAHEO,Ami WAHEO,AMI WAHEO,Province des Iles,Province des Iles - 04 - Avec nous,Province des Iles:23,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
AMOSALA BERNARD,Bernard AMOSALA,BERNARD AMOSALA,Province Sud,Province Sud - 06 - L'Eveil oceanien,Province Sud:45,1,Oceanien / transversal,Eveil oceanien / oceanien,Eveil oceanien / oceanien,Oceanien / transversal,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ANAISE MEANDU POVEU SOPHIE,"Anaise, Sophie MEANDU-POVEU",ANAISE SOPHIE MEANDU POVEU,Province Nord,Province Nord - 01 - UNI,Province Nord:18,1,Independantiste / souverainiste,UNI / Palika,UNI / Palika,Independantiste UNI / Palika,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ANATASIA FAKAILO TALIMALU,Anatasia TALIMALU née FAKAILO,ANATASIA TALIMALU FAKAILO,Province Sud,Province Sud - 06 - L'Eveil oceanien,Province Sud:46,1,Oceanien / transversal,Eveil oceanien / oceanien,Eveil oceanien / oceanien,Oceanien / transversal,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ANATOLIO MULILOTO,Anatolio MULILOTO,ANATOLIO MULILOTO,Province Sud,Province Sud - 11 - Caledoniens Ensemble,Province Sud:39,1,Non-independantiste / autonomiste modere,Caledonie Ensemble / centre non-independantiste,Caledonie Ensemble / centre non-independantiste,Centre non-independantiste,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ANDREA NICOLE SONG,Nicole ANDREA-SONG,NICOLE ANDREA SONG,Province Sud,Province Sud - 03 - L'Avenir en confiance,Province Sud:31,1,Non-independantiste / loyaliste,Loyaliste droite,Loyaliste droite,Loyaliste droite,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ANDREANI BERNARD,Bernard ANDREANI,BERNARD ANDREANI,Province Sud,Province Sud - 08 - Alliance citoyenne pour la transition,Province Sud:50,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ANDREAS STANISIC,Andreas STANISIC,ANDREAS STANISIC,Province Sud,Province Sud - 09 - Construire autrement,Province Sud:07,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ANDREE GOA MARIE PATRICIA,"Patricia, Marie-Andrée GOA",PATRICIA MARIE ANDREE GOA,Province Nord,Province Nord - 01 - UNI,Province Nord:08,1,Independantiste / souverainiste,UNI / Palika,UNI / Palika,Independantiste UNI / Palika,FALSE,Assemblee de province seulement,NA,UNI,NA,UNI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ANDREE MARLIER MERYL MEZIERES,"Meryl, Andrée MEZIERES ép MARLIER",MERYL ANDREE MEZIERES MARLIER,Province Nord,Province Nord - 01 - UNI,Province Nord:24,1,Independantiste / souverainiste,UNI / Palika,UNI / Palika,Independantiste UNI / Palika,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ANDREE STUART,Andrée STUART,ANDREE STUART,Province Sud,Province Sud - 05 - Caledonie nouvelle et reunie,Province Sud:38,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ANEMATA CAIHE CLAIRE MARIE THOE,"Marie-Claire, Anemata, Thoe CAIHE",MARIE CLAIRE ANEMATA THOE CAIHE,Province des Iles,Province des Iles - 06 - Nouvelle vision des Iles,Province des Iles:08,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ANEX RICHARD,Richard ANEX,RICHARD ANEX,Province Sud,Province Sud - 08 - Alliance citoyenne pour la transition,Province Sud:42,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ANGE HOMBOE MARIE,Marie-Ange HOMBOE,MARIE ANGE HOMBOE,Province Sud,Province Sud - 09 - Construire autrement,Province Sud:24,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ANGELA PIERREZ,Angéla PIERREZ,ANGELA PIERREZ,Province Sud,Province Sud - 05 - Caledonie nouvelle et reunie,Province Sud:34,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ANGELE HERITIER MISSUD,Angèle MISSUD née HERITIER,ANGELE MISSUD HERITIER,Province Sud,Province Sud - 08 - Alliance citoyenne pour la transition,Province Sud:47,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ANGELE KOTEUREU MARIE,Marie-Angèle KOTEUREU,MARIE ANGELE KOTEUREU,Province Sud,Province Sud - 09 - Construire autrement,Province Sud:12,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ANGEXETINE ASTRIDE KOITRO MARIE,"Marie, Astride, Koitro ANGEXETINE",MARIE ASTRIDE KOITRO ANGEXETINE,Province des Iles,Province des Iles - 04 - Avec nous,Province des Iles:02,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ANGEXETINE JEAN PAUL,Jean-Paul ANGEXETINE,JEAN PAUL ANGEXETINE,Province Sud,Province Sud - 01 - MNIS Sud,Province Sud:39,1,Souverainiste / pro-pays transversal,Neo-independantiste / souverainiste,Neo-independantiste / souverainiste,Souverainiste / pro-pays,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ANGLEBERMES JEAN LOUIS MARIE PAUL,"Jean-Louis, Paul, Marie D'ANGLEBERMES",JEAN LOUIS PAUL MARIE D ANGLEBERMES,Province Sud,Province Sud - 07 - FLNKS,Province Sud:13,1,Independantiste / souverainiste,Independantiste / pro-pays,Independantiste / pro-pays,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ANGLEROT SYLVAINE,Sylvaine ANGLEROT,SYLVAINE ANGLEROT,Province Sud,Province Sud - 03 - L'Avenir en confiance,Province Sud:43,1,Non-independantiste / loyaliste,Loyaliste droite,Loyaliste droite,Loyaliste droite,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ANICET BELLE,Anicet BELLE,ANICET BELLE,Province Nord,Province Nord - 02 - Agissons pour le Nord,Province Nord:15,1,Non-independantiste / loyaliste,Agissons / loyaliste,Agissons / loyaliste,Loyaliste droite,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ANISETA TUFELE,Aniseta TUFELE,ANISETA TUFELE,Province Sud,Province Sud - 03 - L'Avenir en confiance,Province Sud:17,1,Non-independantiste / loyaliste,Loyaliste droite,Loyaliste droite,Loyaliste droite,FALSE,Assemblee de province seulement,NA,L'Avenir en confiance,Intergroupe Loyalistes,Avenir En Confiance (AEC),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ANNA HOLLE ROULIERE,Anna ROULIERE née HOLLE,ANNA ROULIERE HOLLE,Province Sud,Province Sud - 05 - Caledonie nouvelle et reunie,Province Sud:20,1,A preciser,Divers / a preciser,Divers / a preciser,A preciser,TRUE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ANNA OROWI,Anna OROWI,ANNA OROWI,Province Nord,Province Nord - 04 - Parti travailliste,Province Nord:26,1,Independantiste / souverainiste,Parti travailliste,Parti travailliste,Independantiste FLNKS / gauche,FALSE,Non elu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
