nom_cle_comparaison,nom_normalise_2019,nom_affiche_2019,provinces_2019,listes_2019,rangs_2019,n_apparitions_2019,nom_normalise_2026,nom_affiche_2026,provinces_2026,listes_2026,rangs_2026,n_apparitions_2026,statut_exact
LUEWADIA LYDIA NEKARE,LYDIA NEKARE LUEWADIA,Lydia NEKARE épouse LUEWADIA,Province Sud,Province Sud - 04 - PARTI TRAVAILLISTE ET FORCES PROGRESSISTES POUR L’UNITE ET LE CHANGEMENT,Province Sud:04,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
LUTHER VOUDJO,LUTHER VOUDJO,Luther VOUDJO,Province Sud,Province Sud - 01 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE SUD (MNIS SUD),Province Sud:01,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
LY THUAN VAN,VAN THUAN LY,Van-Thuan LY,Province Sud,Province Sud - 08 - ALLIANCE CITOYENNE POUR LA TRANSITION. CONSTRUIRE NOTRE PAYS EN MELANESIE - (ACT),Province Sud:32,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
LYA MARIA SONIA TOGNA,SONIA MARIA LYA TOGNA,"Sonia, Maria, Lya TOGNA",Province Sud,Province Sud - 07 - FLNKS,Province Sud:32,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
LYSIE WASSAUMI,LYSIE WASSAUMI,Lysie WASSAUMI,Province Nord,Province Nord - 05 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE NORD (MNIS NORD),Province Nord:27,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MACCAM PIERRE,PIERRE MACCAM,Pierre MACCAM,Province Sud,Province Sud - 08 - ALLIANCE CITOYENNE POUR LA TRANSITION. CONSTRUIRE NOTRE PAYS EN MELANESIE - (ACT),Province Sud:16,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MAGALI MANUOHALALO,MAGALI MANUOHALALO,Magali MANUOHALALO,Province Sud,"Province Sud - 11 - CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",Province Sud:04,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MAGALI VAUTRIN,MAGALI VAUTRIN,Magali VAUTRIN,Province Sud,Province Sud - 09 - CONSTRUIRE AUTREMENT,Province Sud:34,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MAGALIE TIAVOUANE,MAGALIE TIAVOUANE,Magalie TIAVOUANE,Province Nord,Province Nord - 01 - UNION NATIONALE POUR L'INDEPENDANCE (UNI),Province Nord:28,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MAGALIE TINGAL,MAGALIE TINGAL,Magalie TINGAL,Province Nord,Province Nord - 06 - UC-FLNKS,Province Nord:08,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MAGULU MARIA,MARIA MAGULU,Maria MAGULU,Province Sud,Province Sud - 10 - DESTIN COMMUN CALEDONIEN,Province Sud:50,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MAI NOEL,NOEL MAI,Noël MAÏ,Province Sud,Province Sud - 10 - DESTIN COMMUN CALEDONIEN,Province Sud:07,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MAIAU SEFA SUZANNE,SUZANNE MAIAU SEFA,Suzanne MAIAU-SEFA,Province Sud,Province Sud - 03 - L’AVENIR EN CONFIANCE,Province Sud:25,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MAIMI WAETHEANE,MAIMI WAETHEANE,Maïmi WAETHEANE,Province des Iles,Province des Iles - 07 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE ILES (MNIS ILES),Province des Iles:23,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MAITUKU MALIA SAVEA,MALIA SAVEA MAITUKU,Malia SAVEA née MAITUKU,Province Sud,Province Sud - 06 - L’EVEIL OCEANIEN,Province Sud:50,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MAKETALENA MOEFANA,MAKETALENA MOEFANA,Maketalena MOEFANA,Province Sud,Province Sud - 06 - L’EVEIL OCEANIEN,Province Sud:34,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MALAU NANCY,NANCY MALAU,Nancy MALAU,Province Sud,Province Sud - 06 - L’EVEIL OCEANIEN,Province Sud:28,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MALIA TAFILI,MALIA TAFILI,Malia TAFILI,Province Sud,Province Sud - 06 - L’EVEIL OCEANIEN,Province Sud:10,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MANINA TEHEI,MANINA TEHEI,Manina TEHEI,Province Sud,"Province Sud - 11 - CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",Province Sud:22,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MANUKULA YANNICK,YANNICK MANUKULA,Yannick MANUKULA,Province Sud,Province Sud - 06 - L’EVEIL OCEANIEN,Province Sud:13,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MANUOPUAVA SOANE,SOANE MANUOPUAVA,Soane MANUOPUAVA,Province Sud,Province Sud - 10 - DESTIN COMMUN CALEDONIEN,Province Sud:17,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MAPERI MARIANNE,MARIANNE MAPERI,Marianne MAPERI,Province Nord,Province Nord - 05 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE NORD (MNIS NORD),Province Nord:17,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MAPERI PASCAL,PASCAL MAPERI,Pascal MAPERI,Province Sud,Province Sud - 01 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE SUD (MNIS SUD),Province Sud:21,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MARC PEYROT,MARC PEYROT,Marc PEYROT,Province Sud,Province Sud - 08 - ALLIANCE CITOYENNE POUR LA TRANSITION. CONSTRUIRE NOTRE PAYS EN MELANESIE - (ACT),Province Sud:46,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MARC WAIA,MARC WAIA,Marc WAIA,Province des Iles,Province des Iles - 05 - DYNAMIQUE AUTOCHTONE,Province des Iles:22,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MARC WILLIAMS,MARC WILLIAMS,Marc WILLIAMS,Province Nord,Province Nord - 05 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE NORD (MNIS NORD),Province Nord:18,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MARCEL VOUDJO,MARCEL VOUDJO,Marcel VOUDJO,Province Nord,Province Nord - 05 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE NORD (MNIS NORD),Province Nord:14,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MARCEL WADIENO,MARCEL WADIENO,Marcel WADIENO,Province des Iles,Province des Iles - 02 - UC - FLNKS,Province des Iles:15,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MARCELLE MOUGHE,MARCELLE MOUGHE,Marcelle MOUGHE,Province Nord,Province Nord - 05 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE NORD (MNIS NORD),Province Nord:03,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MARCO TOSOLINI,MARCO TOSOLINI,Marco TOSOLINI,Province Sud,Province Sud - 02 - RASSEMBLEMENT NATIONAL,Province Sud:15,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MARIA MAULIGALO,MARIA MAULIGALO,Maria MAULIGALO,Province Sud,Province Sud - 04 - PARTI TRAVAILLISTE ET FORCES PROGRESSISTES POUR L’UNITE ET LE CHANGEMENT,Province Sud:18,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MARIA NATACHA VITALINE WAGUETA,VITALINE MARIA NATACHA WAGUETA,"Vitaline, Maria, Natacha WAGUETA",Province des Iles,Province des Iles - 02 - UC - FLNKS,Province des Iles:14,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MARIE NYIKEINE,MARIE NYIKEINE,Marie NYIKEINE,Province Sud,Province Sud - 04 - PARTI TRAVAILLISTE ET FORCES PROGRESSISTES POUR L’UNITE ET LE CHANGEMENT,Province Sud:46,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MARIE OMNIWACK,MARIE OMNIWACK,Marie OMNIWACK,Province des Iles,Province des Iles - 07 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE ILES (MNIS ILES),Province des Iles:17,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MARIE PASCALE VOLTIGEUR,MARIE PASCALE VOLTIGEUR,Marie-Pascale VOLTIGEUR,Province Sud,"Province Sud - 11 - CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",Province Sud:34,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MARIE PENATO SANI,MARIE PENATO SANI,Marie Penato SANI,Province Sud,Province Sud - 06 - L’EVEIL OCEANIEN,Province Sud:44,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MARIE POULAWA SYLVESTRE,MARIE SYLVESTRE POULAWA,Marie-Sylvestre POULAWA,Province des Iles,Province des Iles - 06 - NOUVELLE VISION DES ILES,Province des Iles:04,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MARIE REBY THERESE,MARIE THERESE REBY,Marie-Thérèse REBY,Province Sud,Province Sud - 02 - RASSEMBLEMENT NATIONAL,Province Sud:42,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MARIKA POADJARE,MARIKA POADJARE,Marika POADJARE,Province Nord,Province Nord - 05 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE NORD (MNIS NORD),Province Nord:15,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MARILYN SAKILIA YVONNE,MARILYN YVONNE SAKILIA,"Marilyn, Yvonne SAKILIA",Province Sud,Province Sud - 07 - FLNKS,Province Sud:04,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MARINELLA ROSSI,MARINELLA ROSSI,Marinella ROSSI,Province Sud,Province Sud - 02 - RASSEMBLEMENT NATIONAL,Province Sud:32,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MARIO ROBELIN,MARIO ROBELIN,Mario ROBELIN,Province Sud,Province Sud - 01 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE SUD (MNIS SUD),Province Sud:37,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MARTIN OUASSAOUA,MARTIN OUASSAOUA,Martin OUASSAOUA,Province des Iles,Province des Iles - 03 - PARTI TRAVAILLISTE,Province des Iles:09,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MARTINEZ PHILIPPE,PHILIPPE MARTINEZ,Philippe MARTINEZ,Province Sud,Province Sud - 02 - RASSEMBLEMENT NATIONAL,Province Sud:31,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MARUHI PRESCILLA,PRESCILLA MARUHI,Prescilla MARUHI,Province Sud,Province Sud - 10 - DESTIN COMMUN CALEDONIEN,Province Sud:44,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MARYSE WAMALO,MARYSE WAMALO,Maryse WAMALO,Province Sud,Province Sud - 01 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE SUD (MNIS SUD),Province Sud:24,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MATHIAS WANEUX,MATHIAS WANEUX,Mathias WANEUX,Province des Iles,Province des Iles - 02 - UC - FLNKS,Province des Iles:03,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MATHIEU OUNDO,MATHIEU OUNDO,Mathieu OUNDO,Province Sud,Province Sud - 04 - PARTI TRAVAILLISTE ET FORCES PROGRESSISTES POUR L’UNITE ET LE CHANGEMENT,Province Sud:25,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MATHIEU TOTELE,MATHIEU TOTELE,Mathieu TOTELE,Province Sud,Province Sud - 07 - FLNKS,Province Sud:35,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MAUVAKA SOSEFO,SOSEFO MAUVAKA,Sosefo MAUVAKA,Province Sud,Province Sud - 06 - L’EVEIL OCEANIEN,Province Sud:21,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MAYLIS POADJARE,MAYLIS POADJARE,Maylis POADJARE,Province Nord,Province Nord - 05 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE NORD (MNIS NORD),Province Nord:19,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MEOUMA SYLVAIN,SYLVAIN MEOUMA,Sylvain MEOUMA,Province Nord,Province Nord - 04 - PARTI TRAVAILLISTE « OSONS LE CHANGEMENT »,Province Nord:13,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MEREATU POINDET SAMUEL,SAMUEL POINDET MEREATU,"Samuel, Poindet MEREATU",Province Nord,Province Nord - 01 - UNION NATIONALE POUR L'INDEPENDANCE (UNI),Province Nord:19,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MERO NICOLAS,NICOLAS MERO,Nicolas MERO,Province Sud,Province Sud - 05 - CALEDONIE NOUVELLE ET REUNIE,Province Sud:33,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MERY TCHAOUNYANE,MERY TCHAOUNYANE,Mery TCHAOUNYANE,Province Nord,Province Nord - 05 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE NORD (MNIS NORD),Province Nord:11,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MESTRE PIERRE,PIERRE MESTRE,Pierre MESTRE,Province Sud,Province Sud - 03 - L’AVENIR EN CONFIANCE,Province Sud:36,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MEZIERES SANDRA YOUNG,SANDRA YOUNG MEZIERES,Sandra YOUNG ép MEZIERES,Province Nord,Province Nord - 02 - AGISSONS POUR LE NORD,Province Nord:12,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MICHAEL UVEAKOVI,MICHAEL UVEAKOVI,Michael UVEAKOVI,Province Sud,Province Sud - 06 - L’EVEIL OCEANIEN,Province Sud:47,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MICHEL NIO OURIGNAT,MICHEL NIO OURIGNAT,"Michel, Nio OURIGNAT",Province Sud,Province Sud - 07 - FLNKS,Province Sud:21,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MICHEL PHILIPPE,PHILIPPE MICHEL,Philippe MICHEL,Province Sud,"Province Sud - 11 - CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",Province Sud:07,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MIGUEL WAMALO,MIGUEL WAMALO,Miguel WAMALO,Province Sud,Province Sud - 01 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE SUD (MNIS SUD),Province Sud:11,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MIKAELE TUIGANA,MIKAELE TUIGANA,Mikaele TUIGANA,Province Sud,Province Sud - 10 - DESTIN COMMUN CALEDONIEN,Province Sud:49,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MILLET MONIQUE,MONIQUE MILLET,Monique MILLET,Province Sud,"Province Sud - 11 - CALEDONIENS ENSEMBLE, POUR UN AVENIR DU PAYS DANS LA PAIX, AUX COULEURS DE LA FRANCE",Province Sud:18,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MIRIAM VERDUGER,MIRIAM VERDUGER,Miriam VERDUGER,Province Sud,Province Sud - 08 - ALLIANCE CITOYENNE POUR LA TRANSITION. CONSTRUIRE NOTRE PAYS EN MELANESIE - (ACT),Province Sud:07,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MITRAN SCARLETT,SCARLETT MITRAN,Scarlett MITRAN,Province Sud,Province Sud - 08 - ALLIANCE CITOYENNE POUR LA TRANSITION. CONSTRUIRE NOTRE PAYS EN MELANESIE - (ACT),Province Sud:05,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MOILOU YAN,YAN MOILOU,Yan MOILOU,Province Nord,"Province Nord - 03 - UNE PROVINCE POUR TOUS, CALEDONIENS ENSEMBLE. POUR UN AVENIR DU PAYS DANS LA PAIX AUX COULEURS DE LA FRANCE",Province Nord:29,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
MULIAVA VAIMUA,VAIMUA MULIAVA,Vaimua MULIAVA,Province Sud,Province Sud - 06 - L’EVEIL OCEANIEN,Province Sud:03,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
NASSAI WABEALO WASSIN,NASSAI WASSIN WABEALO,Nassai WASSIN ép WABEALO,Province Nord,Province Nord - 04 - PARTI TRAVAILLISTE « OSONS LE CHANGEMENT »,Province Nord:30,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
NATAEL SONG,NATAEL SONG,Nataël SONG,Province Nord,Province Nord - 02 - AGISSONS POUR LE NORD,Province Nord:17,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
NATHALIE POBATY,NATHALIE POBATY,Nathalie POBATY,Province Nord,Province Nord - 06 - UC-FLNKS,Province Nord:18,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
NATHALIE ROSSILLE,NATHALIE ROSSILLE,Nathalie ROSSILLE,Province Sud,Province Sud - 02 - RASSEMBLEMENT NATIONAL,Province Sud:36,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
NAXUE WARREN,WARREN NAXUE,Warren NAXUE,Province Sud,Province Sud - 09 - CONSTRUIRE AUTREMENT,Province Sud:03,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
NEA SEBASTIEN,SEBASTIEN NEA,Sébastien NEA,Province Sud,Province Sud - 01 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE SUD (MNIS SUD),Province Sud:45,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
NEAOUTYINE PAUL TYAOU,PAUL TYAOU NEAOUTYINE,"Paul, Tyaou NEAOUTYINE",Province Nord,Province Nord - 01 - UNION NATIONALE POUR L'INDEPENDANCE (UNI),Province Nord:01,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
NEDENON STEPHANIA,STEPHANIA NEDENON,Stéphania NEDENON,Province Nord,"Province Nord - 03 - UNE PROVINCE POUR TOUS, CALEDONIENS ENSEMBLE. POUR UN AVENIR DU PAYS DANS LA PAIX AUX COULEURS DE LA FRANCE",Province Nord:14,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
NELSON REMEUR,NELSON REMEUR,Nelson REMEUR,Province Sud,Province Sud - 10 - DESTIN COMMUN CALEDONIEN,Province Sud:13,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
NELSON VOUDJO,NELSON VOUDJO,Nelson VOUDJO,Province Nord,Province Nord - 05 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE NORD (MNIS NORD),Province Nord:26,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
NEMIA WALTER WILLY,WILLY WALTER NEMIA,Willy Walter NEMIA,Province des Iles,Province des Iles - 08 - PALIKA ILES,Province des Iles:11,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
NENA SYLVIO,SYLVIO NENA,Sylvio NENA,Province des Iles,Province des Iles - 03 - PARTI TRAVAILLISTE,Province des Iles:21,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
NERHON RENE,RENE NERHON,René NERHON,Province Nord,Province Nord - 05 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE NORD (MNIS NORD),Province Nord:06,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
NEWEDOU RAYMONDE,RAYMONDE NEWEDOU,Raymonde NEWEDOU,Province Sud,Province Sud - 07 - FLNKS,Province Sud:10,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
NGAIOHNY SOPHIE WAEJUNE WANESSE,SOPHIE WAEJUNE NGAIOHNY WANESSE,"Sophie, Waéjuné NGAIOHNY ép. WANESSE",Province des Iles,Province des Iles - 06 - NOUVELLE VISION DES ILES,Province des Iles:24,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
NICOLAS PUGIBET,NICOLAS PUGIBET,Nicolas PUGIBET,Province Sud,Province Sud - 09 - CONSTRUIRE AUTREMENT,Province Sud:29,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
NIVALETA TOKUTUU,NIVALETA TOKUTUU,Nivaleta TOKUTUU,Province Sud,Province Sud - 07 - FLNKS,Province Sud:50,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
NOEL WAMEJO,NOEL WAMEJO,Noël WAMEJO,Province des Iles,Province des Iles - 05 - DYNAMIQUE AUTOCHTONE,Province des Iles:16,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
NYIKEINE ROLLAND TAVERNIER WACO,ROLLAND TAVERNIER WACO NYIKEINE,"Rolland, Tavernier, Waco NYIKEINE",Province des Iles,Province des Iles - 06 - NOUVELLE VISION DES ILES,Province des Iles:13,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
NYPIE WAIETHA,WAIETHA NYPIE,Waietha NYPIE,Province Sud,Province Sud - 01 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE SUD (MNIS SUD),Province Sud:46,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
ODETTE WADRIAKO WALABOA,ODETTE WALABOA WADRIAKO,Odette WALABOA ép WADRIAKO,Province des Iles,Province des Iles - 03 - PARTI TRAVAILLISTE,Province des Iles:10,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
OHNO VANUELA,VANUELA OHNO,Vanuela OHNO,Province Sud,Province Sud - 01 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE SUD (MNIS SUD),Province Sud:38,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
OUAKA TANIA,TANIA OUAKA,Tania OUAKA,Province Sud,Province Sud - 07 - FLNKS,Province Sud:20,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
OUIHYA TEIN THOMAS,THOMAS TEIN OUIHYA,Thomas TEIN-OUIHYA,Province Nord,Province Nord - 05 - MOUVEMENT NEO-INDEPENDANTISTE ET SOUVERAINISTE NORD (MNIS NORD),Province Nord:22,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
OUTHEMEK RAYMOND,RAYMOND OUTHEMEK,Raymond OUTHEMEK,Province des Iles,Province des Iles - 01 - UNITAIRE KANAKY GENERATION,Province des Iles:05,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
PABOUTY SYLVAIN,SYLVAIN PABOUTY,Sylvain PABOUTY,Province Sud,Province Sud - 07 - FLNKS,Province Sud:05,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
PAOURO SANDRA SUZANNE,SANDRA SUZANNE PAOURO,"Sandra, Suzanne PAOURO",Province Sud,Province Sud - 07 - FLNKS,Province Sud:24,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
PASCALE PETAGUET,PASCALE PETAGUET,Pascale PETAGUET,Province Nord,"Province Nord - 03 - UNE PROVINCE POUR TOUS, CALEDONIENS ENSEMBLE. POUR UN AVENIR DU PAYS DANS LA PAIX AUX COULEURS DE LA FRANCE",Province Nord:24,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
PASCALE SERVENT,PASCALE SERVENT,Pascale SERVENT,Province Sud,Province Sud - 03 - L’AVENIR EN CONFIANCE,Province Sud:41,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
PATITA SOANE VAOHEILALA,SOANE PATITA VAOHEILALA,Soane-Patita VAOHEILALA,Province Sud,Province Sud - 02 - RASSEMBLEMENT NATIONAL,Province Sud:37,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
PATRICE VIASSONE,PATRICE VIASSONE,Patrice VIASSONE,Province Nord,Province Nord - 02 - AGISSONS POUR LE NORD,Province Nord:07,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
PAUL THELOTTE,PAUL THELOTTE,Paul THELOTTE,Province Nord,Province Nord - 02 - AGISSONS POUR LE NORD,Province Nord:21,1,NA,NA,NA,NA,NA,NA,present_2019_absent_2026_exact
